col1,col2,col3,col4,col5,col6,col7,col8
73,3.8,4.5,4.1,12.4,0.6,0.10%,Submit
,,,,,,,
Ra�l,,,,,,,
FW 5.7,,,,,,,
75,4.4,3.5,4.4,12.3,0.72,3.90%,Submit
,,,,,,,
Darwin,,,,,,,
FW 7.1,,,,,,,
71,4.6,3.9,3.7,12.2,0.57,0.00%,Submit
,,,,,,,
Cunha,,,,,,,
FW 6.5,,,,,,,
81,4.2,4.6,3.4,12.2,0.63,1.40%,Submit
,,,,,,,
N.Jackson,,,,,,,
FW 7.9,,,,,,,
78,4,3.7,4.2,12,0.5,0.80%,Submit
,,,,,,,
Luis D�az,,,,,,,
MD 7.9,,,,,,,
74,4.4,3.8,3.6,11.8,0.5,2.70%,Submit
,,,,,,,
Son,,,,,,,
MD 9.9,,,,,,,
56,2.6,5.7,3.4,11.8,0.4,21.40%,Submit
,,,,,,,
Martinelli,,,,,,,
MD 7.0,,,,,,,
72,3.9,3.6,4.1,11.7,0.55,0.10%,Submit
,,,,,,,
Gordon,,,,,,,
MD 7.2,,,,,,,
88,3.6,3.9,4,11.5,0.53,0.10%,Submit
,,,,,,,
Ederson M.,,,,,,,
GK 5.5,,,,,,,
94,3.9,3.6,3.9,11.4,0.69,4.80%,Submit
,,,,,,,
Strand Larsen,,,,,,,
FW 5.5,,,,,,,
79,3.9,4.4,3.1,11.4,0.69,1.10%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 6.2,,,,,,,
77,3.4,4.1,3.8,11.3,0.61,1.60%,Submit
,,,,,,,
Virgil,,,,,,,
DF 6.1,,,,,,,
91,3.9,3.5,3.9,11.3,0.62,0.10%,Submit
,,,,,,,
Iwobi,,,,,,,
MD 5.5,,,,,,,
80,3.8,3.3,4.1,11.2,0.68,0.00%,Submit
,,,,,,,
Bernardo,,,,,,,
MD 6.5,,,,,,,
79,4.2,3.7,3.4,11.2,0.58,0.00%,Submit
,,,,,,,
Raya,,,,,,,
GK 5.6,,,,,,,
94,3.7,3.5,4,11.2,0.67,23.80%,Submit
,,,,,,,
Robertson,,,,,,,
DF 6.0,,,,,,,
72,3.9,3.4,3.8,11.2,0.62,11.80%,Submit
,,,,,,,
Vardy,,,,,,,
FW 5.7,,,,,,,
79,4.3,3.5,3.3,11.1,0.65,1.80%,Submit
,,,,,,,
Wood,,,,,,,
FW 6.4,,,,,,,
82,3.6,4.2,3.2,11,0.57,22.50%,Submit
,,,,,,,
Maddison,,,,,,,
MD 7.6,,,,,,,
76,3.8,4.5,2.6,10.9,0.48,1.80%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.5,,,,,,,
79,4,3.3,3.5,10.8,0.55,0.00%,Submit
,,,,,,,
S�vio,,,,,,,
MD 6.5,,,,,,,
64,3.1,3.8,3.8,10.7,0.55,1.80%,Submit
,,,,,,,
Onana,,,,,,,
GK 5.0,,,,,,,
93,3.3,3.7,3.6,10.6,0.71,0.00%,Submit
,,,,,,,
R. Lewis,,,,,,,
DF 4.8,,,,,,,
81,4,3.3,3.3,10.6,0.73,61.50%,Submit
,,,,,,,
L.Paquet�,,,,,,,
MD 5.9,,,,,,,
77,3.5,4.1,2.9,10.5,0.6,0.00%,Submit
,,,,,,,
McNeil,,,,,,,
MD 5.8,,,,,,,
95,3.4,3.4,3.8,10.5,0.61,4.00%,Submit
,,,,,,,
Wissa,,,,,,,
FW 6.0,,,,,,,
68,3.2,3.9,3.4,10.5,0.58,0.60%,Submit
,,,,,,,
Vicario,,,,,,,
GK 5.0,,,,,,,
95,3.5,3.9,3.1,10.5,0.7,0.30%,Submit
,,,,,,,
Leno,,,,,,,
GK 5.0,,,,,,,
93,3.5,3.3,3.6,10.4,0.7,0.10%,Submit
,,,,,,,
Smith Rowe,,,,,,,
MD 5.7,,,,,,,
77,3.7,3,3.7,10.4,0.61,4.60%,Submit
,,,,,,,
Pope,,,,,,,
GK 5.0,,,,,,,
93,3.2,3.6,3.6,10.4,0.69,0.10%,Submit
,,,,,,,
Szoboszlai,,,,,,,
MD 6.4,,,,,,,
61,3.5,3.6,3.3,10.4,0.54,0.00%,Submit
,,,,,,,
Madueke,,,,,,,
MD 6.5,,,,,,,
77,3.6,3.4,3.4,10.4,0.53,0.20%,Submit
,,,,,,,
Flekken,,,,,,,
GK 4.5,,,,,,,
95,3.4,3.6,3.4,10.3,0.77,59.40%,Submit
,,,,,,,
Kelleher,,,,,,,
GK 4.4,,,,,,,
94,4,3.7,2.6,10.3,0.78,2.40%,Submit
,,,,,,,
Pickford,,,,,,,
GK 4.8,,,,,,,
94,3.6,3.2,3.4,10.2,0.71,0.30%,Submit
,,,,,,,
S�nchez,,,,,,,
GK 4.7,,,,,,,
93,3.4,3.2,3.5,10.2,0.72,2.20%,Submit
,,,,,,,
Henderson,,,,,,,
GK 4.4,,,,,,,
94,3.4,3.6,3.1,10.1,0.77,9.40%,Submit
,,,,,,,
Areola,,,,,,,
GK 4.4,,,,,,,
94,3.4,3.6,3.1,10.1,0.77,0.30%,Submit
,,,,,,,
Mac Allister,,,,,,,
MD 6.2,,,,,,,
82,3.5,3.3,3.3,10.1,0.54,0.00%,Submit
,,,,,,,
Martinez,,,,,,,
GK 5.0,,,,,,,
93,3.3,3.1,3.7,10,0.67,0.50%,Submit
,,,,,,,
Mateta,,,,,,,
FW 7.3,,,,,,,
61,3.5,3.7,2.8,10,0.46,0.00%,Submit
,,,,,,,
Konat�,,,,,,,
DF 5.3,,,,,,,
83,3.4,3.2,3.4,10,0.63,0.10%,Submit
,,,,,,,
Trossard,,,,,,,
MD 6.9,,,,,,,
64,3.7,3.2,3.1,10,0.48,0.10%,Submit
,,,,,,,
Ndiaye,,,,,,,
FW 5.4,,,,,,,
81,3.5,3,3.4,9.9,0.61,0.00%,Submit
,,,,,,,
Pedro Porro,,,,,,,
DF 5.5,,,,,,,
90,3.6,5,1.3,9.9,0.6,48.50%,Submit
,,,,,,,
Andreas,,,,,,,
MD 5.3,,,,,,,
80,3,3.2,3.7,9.9,0.62,1.10%,Submit
,,,,,,,
Rice,,,,,,,
MD 6.3,,,,,,,
90,3.4,3,3.5,9.9,0.52,0.00%,Submit
,,,,,,,
Kulusevski,,,,,,,
MD 6.3,,,,,,,
81,3.5,4.2,2.2,9.9,0.52,0.50%,Submit
,,,,,,,
Adama,,,,,,,
MD 5.1,,,,,,,
70,3.5,2.8,3.5,9.9,0.64,0.20%,Submit
,,,,,,,
Sels,,,,,,,
GK 4.6,,,,,,,
94,3.5,3.3,3,9.8,0.71,1.80%,Submit
,,,,,,,
Hermansen,,,,,,,
GK 4.5,,,,,,,
94,3.5,3.1,3.2,9.8,0.73,0.10%,Submit
,,,,,,,
Johnson,,,,,,,
MD 6.7,,,,,,,
67,3.4,4.1,2.3,9.8,0.49,16.20%,Submit
,,,,,,,
Rogers,,,,,,,
MD 5.4,,,,,,,
77,3.2,2.6,3.8,9.6,0.59,83.60%,Submit
,,,,,,,
Welbeck,,,,,,,
FW 5.9,,,,,,,
80,3.3,3.1,3.1,9.6,0.54,1.60%,Submit
,,,,,,,
Dalot,,,,,,,
DF 5.1,,,,,,,
91,2.7,3.7,3.2,9.5,0.62,1.20%,Submit
,,,,,,,
Gabriel,,,,,,,
DF 6.3,,,,,,,
90,2.4,2.8,4.3,9.5,0.5,69.10%,Submit
,,,,,,,
H�jlund,,,,,,,
FW 6.9,,,,,,,
62,3.1,3.3,3.1,9.5,0.46,0.00%,Submit
,,,,,,,
Ramsdale,,,,,,,
GK 4.4,,,,,,,
94,3.4,3.2,3,9.5,0.72,0.90%,Submit
,,,,,,,
Gvardiol,,,,,,,
DF 6.2,,,,,,,
70,2.6,3.3,3.6,9.5,0.51,26.80%,Submit
,,,,,,,
Saliba,,,,,,,
DF 6.0,,,,,,,
90,2.9,2.6,3.9,9.5,0.53,3.20%,Submit
,,,,,,,
White,,,,,,,
DF 6.3,,,,,,,
88,3.1,2.6,3.8,9.4,0.5,0.00%,Submit
,,,,,,,
Muric,,,,,,,
GK 4.4,,,,,,,
92,3.4,3,3.1,9.4,0.71,3.40%,Submit
,,,,,,,
Nketiah,,,,,,,
FW 5.9,,,,,,,
65,3.2,3.4,2.7,9.3,0.53,0.10%,Submit
,,,,,,,
Harrison,,,,,,,
MD 5.3,,,,,,,
71,3.4,2.8,3.1,9.3,0.59,0.00%,Submit
,,,,,,,
Semenyo,,,,,,,
MD 5.6,,,,,,,
86,3,3.1,3.1,9.3,0.55,42.50%,Submit
,,,,,,,
Antonio,,,,,,,
FW 5.4,,,,,,,
76,3.5,3.7,2,9.3,0.57,0.00%,Submit
,,,,,,,
Hutchinson,,,,,,,
MD 5.3,,,,,,,
80,3.5,2.6,3,9.1,0.57,0.00%,Submit
,,,,,,,
McGinn,,,,,,,
MD 5.2,,,,,,,
82,3,2.6,3.4,9.1,0.58,0.10%,Submit
,,,,,,,
Verbruggen,,,,,,,
GK 4.5,,,,,,,
89,2.9,3,3.1,9.1,0.67,4.50%,Submit
,,,,,,,
Gravenberch,,,,,,,
MD 5.0,,,,,,,
78,3.1,3,3,9.1,0.6,0.00%,Submit
,,,,,,,
R�ben,,,,,,,
DF 5.5,,,,,,,
77,3.3,3,2.7,9,0.55,0.40%,Submit
,,,,,,,
Bruno G.,,,,,,,
MD 6.2,,,,,,,
86,2.7,3,3.3,9,0.48,0.00%,Submit
,,,,,,,
Arrizabalaga,,,,,,,
GK 4.5,,,,,,,
89,2.2,3.3,3.5,9,0.67,0.20%,Submit
,,,,,,,
Johnstone,,,,,,,
GK 4.4,,,,,,,
85,2.3,3.6,3.1,9,0.68,0.20%,Submit
,,,,,,,
Delap,,,,,,,
FW 5.7,,,,,,,
67,3.5,2.6,2.9,8.9,0.52,1.90%,Submit
,,,,,,,
Hudson-Odoi,,,,,,,
MD 5.4,,,,,,,
73,3.5,3,2.3,8.8,0.54,0.00%,Submit
,,,,,,,
Tielemans,,,,,,,
MD 5.5,,,,,,,
82,2.9,2.6,3.3,8.8,0.53,0.20%,Submit
,,,,,,,
Akanji,,,,,,,
DF 5.5,,,,,,,
85,2.8,2.9,3,8.7,0.53,0.90%,Submit
,,,,,,,
Tavernier,,,,,,,
MD 5.5,,,,,,,
64,2.5,3,3.2,8.7,0.53,0.10%,Submit
,,,,,,,
Mitoma,,,,,,,
MD 6.5,,,,,,,
85,2.9,2.7,3,8.6,0.44,1.30%,Submit
,,,,,,,
Tete,,,,,,,
DF 4.5,,,,,,,
85,3,2.4,3.1,8.6,0.63,0.00%,Submit
,,,,,,,
Evanilson,,,,,,,
FW 5.9,,,,,,,
60,2.6,3.1,2.9,8.6,0.48,0.20%,Submit
,,,,,,,
Robinson,,,,,,,
DF 4.7,,,,,,,
88,3.1,2.2,3.2,8.6,0.61,3.70%,Submit
,,,,,,,
Andersen,,,,,,,
DF 4.3,,,,,,,
90,3,2.2,3.3,8.5,0.66,8.20%,Submit
,,,,,,,
Mavididi,,,,,,,
MD 5.3,,,,,,,
57,3,2.7,2.7,8.4,0.53,0.70%,Submit
,,,,,,,
Kamada,,,,,,,
MD 5.1,,,,,,,
59,2.8,3,2.6,8.4,0.55,0.00%,Submit
,,,,,,,
Colwill,,,,,,,
DF 4.6,,,,,,,
92,2.7,2.4,3.3,8.4,0.61,6.20%,Submit
,,,,,,,
Sch�r,,,,,,,
DF 5.4,,,,,,,
90,2.3,2.9,3.1,8.4,0.52,0.00%,Submit
,,,,,,,
Udogie,,,,,,,
DF 4.9,,,,,,,
86,3.1,4.1,1.1,8.4,0.57,0.80%,Submit
,,,,,,,
Martinez,,,,,,,
DF 4.4,,,,,,,
83,2.3,3.1,2.9,8.4,0.63,0.30%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
84,3.1,2.3,2.9,8.3,0.65,35.20%,Submit
,,,,,,,
Barnes,,,,,,,
MD 6.5,,,,,,,
54,2.6,2.7,3,8.3,0.43,0.00%,Submit
,,,,,,,
A.Doucoure,,,,,,,
MD 5.2,,,,,,,
79,3,2.6,2.8,8.3,0.53,0.00%,Submit
,,,,,,,
Archer,,,,,,,
FW 5.0,,,,,,,
58,3.2,2.6,2.5,8.3,0.55,0.40%,Submit
,,,,,,,
De Ligt,,,,,,,
DF 5.0,,,,,,,
86,2.4,3.2,2.7,8.3,0.55,0.00%,Submit
,,,,,,,
Mu�oz,,,,,,,
DF 4.8,,,,,,,
89,3,3.2,2,8.3,0.57,0.30%,Submit
,,,,,,,
Szmodics,,,,,,,
MD 5.8,,,,,,,
58,3.2,2.4,2.7,8.2,0.47,0.00%,Submit
,,,,,,,
Gakpo,,,,,,,
FW 7.1,,,,,,,
49,3.1,2.7,2.4,8.2,0.38,0.00%,Submit
,,,,,,,
Elanga,,,,,,,
MD 5.2,,,,,,,
63,3.3,2.7,2.1,8.1,0.52,0.00%,Submit
,,,,,,,
Stones,,,,,,,
DF 5.3,,,,,,,
65,3,2.6,2.6,8.1,0.51,0.00%,Submit
,,,,,,,
Dibling,,,,,,,
MD 4.6,,,,,,,
60,3,2.7,2.3,8.1,0.59,10.50%,Submit
,,,,,,,
Kova?i?,,,,,,,
MD 5.6,,,,,,,
75,2.9,2.7,2.4,8,0.47,0.00%,Submit
,,,,,,,
Cucurella,,,,,,,
DF 5.0,,,,,,,
83,2.7,2.2,3,8,0.53,0.00%,Submit
,,,,,,,
A�t-Nouri,,,,,,,
DF 4.6,,,,,,,
82,3,3,1.9,8,0.58,17.50%,Submit
,,,,,,,
James,,,,,,,
DF 4.9,,,,,,,
55,2.4,2.4,3.2,8,0.54,0.00%,Submit
,,,,,,,
Kluivert,,,,,,,
MD 5.3,,,,,,,
60,2.6,2.4,2.9,7.9,0.5,0.00%,Submit
,,,,,,,
Pinnock,,,,,,,
DF 4.5,,,,,,,
89,2.4,3,2.5,7.9,0.59,7.30%,Submit
,,,,,,,
Emerson,,,,,,,
DF 4.4,,,,,,,
81,2.8,3.2,2,7.9,0.6,0.20%,Submit
,,,,,,,
Gibbs-White,,,,,,,
MD 6.3,,,,,,,
64,1.7,3.5,2.6,7.9,0.42,0.00%,Submit
,,,,,,,
Bassey,,,,,,,
DF 4.5,,,,,,,
89,2.8,2.2,2.8,7.8,0.58,0.00%,Submit
,,,,,,,
J.Timber,,,,,,,
DF 5.5,,,,,,,
70,2.6,2.3,2.8,7.7,0.47,0.00%,Submit
,,,,,,,
Branthwaite,,,,,,,
DF 4.8,,,,,,,
89,2.9,2.1,2.7,7.7,0.53,0.00%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.4,,,,,,,
88,2.5,3.1,2,7.6,0.58,0.00%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.5,,,,,,,
79,2.2,3,2.5,7.6,0.57,0.00%,Submit
,,,,,,,
Tarkowski,,,,,,,
DF 4.8,,,,,,,
90,2.9,2.1,2.6,7.6,0.53,0.00%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
87,2.5,2.6,2.4,7.6,0.53,0.00%,Submit
,,,,,,,
Romero,,,,,,,
DF 5.1,,,,,,,
90,2.7,3.9,0.9,7.6,0.5,0.30%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.9,,,,,,,
82,2.8,2.9,2,7.6,0.52,0.00%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.4,,,,,,,
92,2.7,3,1.9,7.6,0.57,0.90%,Submit
,,,,,,,
I.Sarr,,,,,,,
MD 5.7,,,,,,,
49,2.7,2.7,2.2,7.6,0.44,0.00%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.5,,,,,,,
89,2.3,2.9,2.3,7.5,0.56,1.10%,Submit
,,,,,,,
Mario Jr.,,,,,,,
MD 5.0,,,,,,,
79,2.6,2.7,2.2,7.5,0.5,0.00%,Submit
,,,,,,,
Hall,,,,,,,
DF 4.3,,,,,,,
77,2.1,2.5,2.9,7.5,0.58,0.40%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.3,,,,,,,
82,1.2,2.7,3.5,7.5,0.4,0.00%,Submit
,,,,,,,
Ramsey,,,,,,,
MD 5.4,,,,,,,
52,2.3,2.1,3.1,7.5,0.46,0.00%,Submit
,,,,,,,
N.Semedo,,,,,,,
DF 4.5,,,,,,,
88,2.8,2.8,1.8,7.4,0.55,0.00%,Submit
,,,,,,,
Ak�,,,,,,,
DF 5.3,,,,,,,
46,2.2,2.3,3,7.4,0.47,0.00%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
58,2.6,2.6,2.2,7.3,0.49,0.00%,Submit
,,,,,,,
Davis,,,,,,,
DF 4.5,,,,,,,
90,3.4,1.6,2.3,7.3,0.54,10.30%,Submit
,,,,,,,
Bailey,,,,,,,
MD 6.3,,,,,,,
47,2.5,2.1,2.7,7.3,0.39,0.00%,Submit
,,,,,,,
W.Fofana,,,,,,,
DF 4.5,,,,,,,
84,2.5,2.1,2.6,7.3,0.54,0.00%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.5,,,,,,,
85,2.4,2.9,1.9,7.2,0.54,0.20%,Submit
,,,,,,,
Christie,,,,,,,
MD 4.9,,,,,,,
74,2.2,2.5,2.6,7.2,0.49,0.00%,Submit
,,,,,,,
Digne,,,,,,,
DF 4.7,,,,,,,
71,2.4,1.8,3,7.2,0.51,0.50%,Submit
,,,,,,,
Young,,,,,,,
DF 4.5,,,,,,,
73,2.8,2,2.5,7.2,0.54,0.00%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
90,2.3,2.4,2.5,7.2,0.48,0.00%,Submit
,,,,,,,
Janelt,,,,,,,
MD 4.9,,,,,,,
73,2.3,2.5,2.3,7.2,0.49,0.00%,Submit
,,,,,,,
Dawson,,,,,,,
DF 4.4,,,,,,,
80,2.4,3,1.7,7.1,0.54,0.00%,Submit
,,,,,,,
Schade,,,,,,,
MD 5.2,,,,,,,
46,2.3,2.6,2.3,7.1,0.46,0.10%,Submit
,,,,,,,
Neto,,,,,,,
MD 6.2,,,,,,,
54,2.8,2.1,2.2,7.1,0.38,0.00%,Submit
,,,,,,,
Burn,,,,,,,
DF 4.4,,,,,,,
88,2.1,2.3,2.8,7.1,0.54,0.10%,Submit
,,,,,,,
Yates,,,,,,,
MD 4.9,,,,,,,
91,2.7,2.4,1.9,7.1,0.48,0.00%,Submit
,,,,,,,
�degaard,,,,,,,
MD 8.2,,,,,,,
0,0,1.6,5.4,7,0.29,0.00%,Submit
,,,,,,,
Van den Berg,,,,,,,
DF 4.0,,,,,,,
87,2.3,2.8,1.9,7,0.58,4.70%,Submit
,,,,,,,
Berge,,,,,,,
MD 5.0,,,,,,,
75,2.6,2.3,2.1,7,0.47,0.00%,Submit
,,,,,,,
Jensen,,,,,,,
MD 5.3,,,,,,,
59,2.2,2.6,2.1,7,0.44,0.00%,Submit
,,,,,,,
Cash,,,,,,,
DF 4.4,,,,,,,
66,2.1,1.6,3.3,7,0.53,0.00%,Submit
,,,,,,,
Konsa,,,,,,,
DF 4.5,,,,,,,
87,2.3,1.6,3.1,7,0.52,19.40%,Submit
,,,,,,,
Ndidi,,,,,,,
MD 5.0,,,,,,,
83,2.6,2.1,2.1,6.9,0.46,0.00%,Submit
,,,,,,,
Toti,,,,,,,
DF 4.3,,,,,,,
88,2.6,2.7,1.6,6.9,0.53,0.10%,Submit
,,,,,,,
G.Rodr�guez,,,,,,,
MD 4.9,,,,,,,
83,2.3,2.5,2,6.9,0.47,0.00%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
82,2.3,2.2,2.4,6.9,0.47,0.00%,Submit
,,,,,,,
Aina,,,,,,,
DF 4.6,,,,,,,
84,3,2.6,1.3,6.8,0.49,1.00%,Submit
,,,,,,,
Eriksen,,,,,,,
MD 5.4,,,,,,,
58,2.5,2.4,1.9,6.8,0.42,0.00%,Submit
,,,,,,,
Tonali,,,,,,,
MD 5.5,,,,,,,
61,2.1,2.3,2.5,6.8,0.41,0.00%,Submit
,,,,,,,
Chalobah,,,,,,,
DF 4.4,,,,,,,
77,2.4,2.7,1.7,6.8,0.52,0.00%,Submit
,,,,,,,
Joelinton,,,,,,,
MD 6.0,,,,,,,
72,2.3,2.1,2.4,6.8,0.38,0.00%,Submit
,,,,,,,
�lvarez,,,,,,,
MD 5.0,,,,,,,
76,2.3,2.4,2.1,6.8,0.45,0.00%,Submit
,,,,,,,
Enes �nal,,,,,,,
FW 5.4,,,,,,,
41,2,2.2,2.6,6.7,0.42,0.00%,Submit
,,,,,,,
Alex Moreno,,,,,,,
DF 4.4,,,,,,,
68,2.8,2.6,1.3,6.7,0.51,0.60%,Submit
,,,,,,,
Zirkzee,,,,,,,
FW 6.7,,,,,,,
32,1.7,2.6,2.4,6.7,0.34,0.00%,Submit
,,,,,,,
J.Clarke,,,,,,,
MD 5.5,,,,,,,
50,2.5,2,2.2,6.7,0.4,0.00%,Submit
,,,,,,,
Buonanotte,,,,,,,
MD 5.1,,,,,,,
58,2.6,1.9,2.2,6.7,0.43,0.10%,Submit
,,,,,,,
A.Fatawu,,,,,,,
MD 5.4,,,,,,,
48,2.4,2.1,2.1,6.6,0.41,0.00%,Submit
,,,,,,,
Summerville,,,,,,,
MD 5.7,,,,,,,
41,2.2,2.8,1.6,6.6,0.39,0.00%,Submit
,,,,,,,
Anderson,,,,,,,
MD 5.0,,,,,,,
75,2.7,2.3,1.6,6.6,0.44,0.00%,Submit
,,,,,,,
M.Fernandes,,,,,,,
MD 5.0,,,,,,,
72,2.3,2.3,1.9,6.6,0.44,0.00%,Submit
,,,,,,,
Pau,,,,,,,
DF 4.5,,,,,,,
80,2.1,1.4,3,6.6,0.49,0.60%,Submit
,,,,,,,
Justin,,,,,,,
DF 4.6,,,,,,,
87,2.9,1.8,1.9,6.5,0.47,0.00%,Submit
,,,,,,,
Richarlison,,,,,,,
FW 6.8,,,,,,,
45,2.4,2.7,1.5,6.5,0.32,0.00%,Submit
,,,,,,,
Sugawara,,,,,,,
DF 4.5,,,,,,,
62,2.4,2.6,1.5,6.5,0.48,0.10%,Submit
,,,,,,,
O.Dango,,,,,,,
MD 5.0,,,,,,,
54,2.1,2,2.4,6.5,0.43,0.00%,Submit
,,,,,,,
Murillo,,,,,,,
DF 4.5,,,,,,,
92,2.9,2.5,1.1,6.5,0.48,0.10%,Submit
,,,,,,,
Dragusin,,,,,,,
DF 4.3,,,,,,,
70,2.3,3.5,0.7,6.5,0.5,0.00%,Submit
,,,,,,,
Kerkez,,,,,,,
DF 4.4,,,,,,,
81,1.4,2.4,2.7,6.5,0.49,0.00%,Submit
,,,,,,,
Bellegarde,,,,,,,
MD 5.0,,,,,,,
43,2.2,2.4,1.8,6.4,0.43,0.00%,Submit
,,,,,,,
Enzo,,,,,,,
MD 4.8,,,,,,,
61,2.1,2.1,2.2,6.4,0.44,0.10%,Submit
,,,,,,,
Andr�,,,,,,,
MD 5.0,,,,,,,
60,2.1,2.4,1.9,6.4,0.02,0.00%,
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
75,2.3,2.7,1.4,6.4,0.47,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 5.0,,,,,,,
57,2.1,2.4,1.7,6.3,0.42,0.00%,Submit
,,,,,,,
Amad,,,,,,,
MD 4.9,,,,,,,
37,2,2.3,2,6.3,0.43,0.00%,Submit
,,,,,,,
Burns,,,,,,,
MD 4.9,,,,,,,
57,2.6,1.5,2.1,6.3,0.43,0.00%,Submit
,,,,,,,
Phillips,,,,,,,
MD 4.9,,,,,,,
82,2.4,1.9,2,6.2,0.42,0.00%,Submit
,,,,,,,
Faes,,,,,,,
DF 4.2,,,,,,,
90,2.7,1.7,1.8,6.2,0.5,9.90%,Submit
,,,,,,,
Mangala,,,,,,,
MD 5.0,,,,,,,
67,2.3,1.8,2.1,6.2,0.41,0.00%,Submit
,,,,,,,
Jones,,,,,,,
MD 5.3,,,,,,,
40,2,2.1,2.1,6.2,0.39,0.00%,Submit
,,,,,,,
Minteh,,,,,,,
MD 5.3,,,,,,,
60,1.8,2,2.4,6.2,0.39,0.90%,Submit
,,,,,,,
C.Soler,,,,,,,
MD 5.0,,,,,,,
42,1.9,2.5,1.8,6.1,0.41,0.00%,Submit
,,,,,,,
Okoli,,,,,,,
DF 4.0,,,,,,,
91,2.6,1.7,1.8,6.1,0.51,1.20%,Submit
,,,,,,,
Hinshelwood,,,,,,,
MD 5.0,,,,,,,
66,2,1.9,2.1,6.1,0.4,0.00%,Submit
,,,,,,,
Nelson,,,,,,,
MD 5.0,,,,,,,
41,2.2,1.8,2,6.1,0.4,0.00%,Submit
,,,,,,,
Milenkovi?,,,,,,,
DF 4.5,,,,,,,
90,2.8,2.2,1.1,6,0.45,0.90%,Submit
,,,,,,,
J.Gomes,,,,,,,
MD 4.9,,,,,,,
75,2.3,2,1.8,6,0.41,0.00%,Submit
,,,,,,,
O'Shea,,,,,,,
DF 4.0,,,,,,,
90,2.7,1.3,1.9,5.9,0.49,0.50%,Submit
,,,,,,,
Jo�o Pedro,,,,,,,
FW 5.4,,,,,,,
26,0.6,2.1,3.2,5.9,0.37,16.30%,Submit
,,,,,,,
Georginio,,,,,,,
MD 5.5,,,,,,,
56,2.1,1.8,2,5.9,0.36,0.90%,Submit
,,,,,,,
Aribo,,,,,,,
MD 4.9,,,,,,,
61,2.3,1.9,1.7,5.9,0.4,0.00%,Submit
,,,,,,,
Damsgaard,,,,,,,
MD 5.0,,,,,,,
52,2,2,1.9,5.9,0.39,0.00%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.9,,,,,,,
63,2.1,1.8,1.9,5.8,0.39,0.00%,Submit
,,,,,,,
Mainoo,,,,,,,
MD 5.2,,,,,,,
